volumeNumber,aidType,geopoliticalHeading,regionHeading,subregionHeading,localHeading,precedingNote,featureNumber,name,position,charNo,characteristic,heightFeetMeters,range,structure,remarks,postNote,noticeNumber,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9508
B0380.10"," --Rear, 280 meters 280^ from front.","51°15'19.2""N 
4°17'43.3""E",1,"Oc.W.
period 5s 
fl. 4.0s, ec. 1.0s 
","49
15",7,"Yellow metal framework tower, black rectangular daymark, white band.
","Visible 278°15`-281°45` by day.  Synchronized with front.
",,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9512
B0382"," -Fort Filip, SW. side.","51°15'28.4""N 
4°18'25.3""E",1,"L.Fl.W.R.G.
period 6s 
fl. 2.0s, ec. 4.0s 
","16
5","W. 7 
R. 5 
G. 4","Black beacon, red rectangular daymark.
","R. 268°-294°, W.-306°, G.-358°, W.-104°, G.-127°, R.-153°.
",,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9516
B0384"," -Boerenschans Range, front.","51°15'07.8""N 
4°19'51.8""E",1,"Fl.W.R.G.
period 4s 
fl. 1.0s, ec. 3.0s 
","16
5","W. 9 
R. 7 
G. 6","Black beacon, red rectangular daymark.

Secondary structure: LED triangular daymark point up.
","R. 254°-317°30`, W.-336°, G.-080°, W.-102°, R.-115°.  Tide gauge.  Fl.W. 4s 2M, visible 093°15`-096°45` by day.
",,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9516
B0384",,"51°15'07.8""N 
4°19'51.8""E",2,"F.R.
",,,,,,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9520
B0384.10"," --Rear, 400 meters 095^ from front.","51°15'06.61""N 
4°20'13.1""E",1,"Q.W.
","36
11",5,"Red post, white bands, red triangular daymark point down with ""X"".

Secondary structure: LED triangular daymark point down.
","Visible 093°15`-096°45`.
",,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9520
B0384.10",,"51°15'06.61""N 
4°20'13.1""E",2,"F.R.
",,,,,,201928,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9528
B0387.90"," -Draaiende Sluis, rear, 240 meters 140^48' from common front.","51°14'12.19""N 
4°20'58.2""E",1,"Q.W.
","36
11",6,"Yellow mast, red lantern, black ""X"" topmark.
","Visible 113°-194°.
",,201518,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9532
B0388"," --Pijp Tabak Range, common front.","51°14'17.5""N 
4°20'50.7""E",1,"Oc.W.R.G.
period 5s 
fl. 4.0s, ec. 1.0s 
","13
4","W. 7 
R. 5 
G. 4","Concrete post, black and white checkered rectangular daymark.
","R. 126°-135°, W.-147°, G.-263°, W.-274°, R.-308°.
",,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9536
B0388.10"," -Rear, 270 meters 270^ from front.","51°14'17.5""N 
4°20'37.2""E",1,"Q.W.
","36
11",6,"Black column, red lantern, yellow ""X"" topmark.
",,,201518,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9540
B0392"," --Range, front.","51°14'16.8""N 
4°23'53.9""E",1,"F.R. (neon)
","16
5",4,"Post, red rectangular daymark.
",,,201517,
PUB 114,Lighted Aids,BELGIUM-SCHELDE,ANTWERPEN:,,,,"9544
B0392.10"," ---Rear, 170 meters 091^ from front.","51°14'16.8""N 
4°24'02.9""E",1,"F.R.
","26
8",4,"Mast, red neon triangular daymark point down.
",,,201518,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHOUWEN EN DUIVELAND:,,,,"9576
B0500", -West Schouwen.,"51°42'32.1""N 
3°41'29.8""E",1,"Fl.(2+1)W.
period 15s 
fl. 0.2s, ec. 2.4s 
fl. 0.2s, ec. 6.0s 
fl. 0.2s, ec. 6.0s 
","190
58",30,"Stone tower, red and white diagonal band; 164.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHOUWEN EN DUIVELAND:,,,,"9584
B0408"," -Burghsluis.
","51°40'36""N 
3°45'36""E",1,"F.W.R.G.
","36
11","W. 8 
R. 5 
G. 4","Mast, red column; 23.
","R. 230°-245°, W.-253°30`, G.- 293°, W.-000°, G.-025°30`, W.-032°, G.-041°, R.-070°, W.-095°.
",,201622,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHOUWEN EN DUIVELAND:,,,,"9588
B0506"," -Ossehoek, pier, head.","51°44'36""N 
3°53'42""E",1,"F.G.
","26
8",3,"White beacon.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,GOEREE EN OVER-FLAKKEE:, -Ouddorp Haven:,,,"9592
B0514"," --W. mole, head.","51°47'54""N 
3°56'18""E",1,"F.R.
","16
5",,"Mast; 8.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,GOEREE EN OVER-FLAKKEE:, -Ouddorp Haven:,,,"9596
B0515"," --E. mole, head.","51°47'54""N 
3°56'12""E",1,"F.G.
","16
5",,"Mast; 7.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,GOEREE EN OVER-FLAKKEE:,,,,"9600
B0518", -Westhoofd.,"51°48'47.4""N 
3°51'50.5""E",1,"Fl.(3)W.
period 15s 
fl. 0.2s, ec. 2.8s 
fl. 0.2s, ec. 2.8s 
fl. 0.2s, ec. 8.8s 
","184
56",30,"Brown square tower; 170.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HELLEVOETSLUIS:,,,,"9624
B0536"," -Naval harbor, W. head.","51°49'12""N 
4°07'42""E",1,"Iso.W.R.G.
period 10s 
","56
17","W. 11 
R. 8 
G. 7","White tower, red top; 59.
","G. 266°-275°, W.-294°, R.-316°, W.-036°, G.-058°, W.-095°, R.-140°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HELLEVOETSLUIS:,,,,"9628
B0540"," -W. mole, head.","51°49'12""N 
4°07'54""E",1,"F.R.
","23
7",,"Red post, white bands; 13.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HELLEVOETSLUIS:,,,,"9632
B0542"," -E. mole, head.","51°49'12""N 
4°08'00""E",1,"F.G.
","23
7",,"Green post, white bands; 13.
","F.Y. shown in fog.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,,,,,"9636
B0630",Goeree.,"51°55'29.6""N 
3°40'06.2""E",1,"Fl.(4)W.
period 20s 
fl. 0.1s, ec. 3.2s 
fl. 0.1s, ec. 3.2s 
fl. 0.1s, ec. 3.2s 
fl. 0.1s, ec. 10.0s 
","105
32",28,"Red and white checkered light tower; 79.
Helicopter platform. 
","Horn: 4 bl. ev. 30s (bl. 2.0s, si. 3.0s; bl. 2.0s, si. 3.0s; bl. 2.0s, si. 3.0s; bl. 2.0s, si. 13.0s)
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,,,,,"9636
B0630",RACON,"51°55'29.6""N 
3°40'06.2""E",2,"T(- )
",,12,"Helicopter platform. 
","(3 & 10cm).
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9644
B0635"," -Zuiderdam, head.","51°59'08.68""N 
4°02'29.56""E",1,"F.G.
","82
25",10,"Green tower, white bands; 102.

Helicopter platform.
","Visible 330°-307°.
",,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9648
B0634"," -Noorderdam, new head, N. side of entrance.","51°59'40.13""N 
4°02'50.63""E",1,"F.R.
","84
26",10,"Red tower, white bands; 102.

Helicopter platform.
","Visible 278°-255°.
",,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9656
B0637"," -Maasmond Range, front.","51°58'52.65""N 
4°04'53""E",1,"Iso.W.
period 4s 
","98
30",21,"White tower, black bands.
","Visible 101°-123°.  For use by very deep draft vessels only.
",,202012,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9660
B0637.10"," --Rear, 1135 meters 112^ from front.","51°58'38.8""N 
4°05'48.1""E",1,"Iso.W.
period 4s 
","157
48",21,"White tower, black bands.
","Visible 101°-123°.  Synchronized with front.
",,202012,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9664
B0638"," --Entrance Range, front.","51°58'33.17""N 
4°07'31.7""E",1,"Iso.R.
period 6s 
","98
30",18,"Red tower, white bands.
","Visible 099°30`-114°30`.
",,202012,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9668
B0638.10"," ---Rear, 450 meters 107^ from front.","51°58'28.8""N 
4°07'54.7""E",1,"Iso.R.
period 6s 
","144
44",18,"Red tower, white bands.
","Visible 099°30`-114°30`.  Synchronized with front.
",,202012,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:, -Europoort:,,,"9672
B0642"," --Calandkanaal Range, front.","51°57'34.32""N 
4°08'42.07""E",1,"Oc.G.
period 6s 
fl. 4.0s, ec. 2.0s 
","98
30",16,"Red tower, white bands.
","Visible 108°30`-123°30`.
",,202012,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:, -Europoort:,,,"9676
B0642.10"," ---Rear, 550 meters 116^ from front.","51°57'26.5""N 
4°09'08""E",1,"Oc.G.
period 6s 
","144
44",16,"Red tower, white bands.
","Visible 108°30`-123°30`.  Synchronized with front.
",,202012,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:, -Europoort:,,,"9684
B0646"," ---Entrance Range, front.","51°56'21.3""N 
4°04'40.9""E",1,"Iso.G.
period 3s 
","69
21",11,"Red and white checkered post.
","Visible 185°-200°.  Shown 24 hours.  Intensified at night and in reduced visibility.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:, -Europoort:,,,"9688
B0646.10"," ----Rear, 50 meters 192^30' from front.","51°56'19.1""N 
4°04'40.1""E",1,"Iso.G.
period 3s 
","79
24",11,"Red and white checkered post.
","Visible 185°-200°.  Shown 24 hours.  Synchronized with front.  Intensified at night and in reduced visibility.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:, -Europoort:,,,"9689
B0646.41"," --Kleine Beerkanaal, NW. end.","51°58'32.4""N 
4°04'21.6""E",1,"2 F.R.
",,,"Gray post, red and white daymark.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:, -Europoort:,,,"9689.1
B0646.45"," ---Island, N. end.","51°58'23.4""N 
4°04'45.6""E",1,"2 F.R.
",,,"Gray post, red and white daymark.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:, -Europoort:,,,"9689.2
B0646.47", ----S. end.,"51°58'07.71""N 
4°04'55.8""E",1,"F.R.
",,,"Red and white daymark.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:, -Europoort:,,,"9689.3
B0646.5", ----SE. end.,"51°57'54.49""N 
4°04'46.2""E",1,"F.R.
",,,"Red and white daymark.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:, -Europoort:,,,"9690
B0646.7"," --Beerkanaal, front.","51°57'31.2""N 
4°05'29.4""E",1,"Oc.W.
period 6s 
fl. 4.0s, ec. 2.0s 
","52
16",,"Gray post; 49.
","Shown 24 hours.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:, -Europoort:,,,"9690.1
B0646.75"," ---Rear, 327 meters 110^ from front.","51°57'27.61""N 
4°05'45.6""E",1,"Oc.W.
period 6s 
fl. 4.0s, ec. 2.0s 
","69
21",,"Gray post; 66.
","Shown 24 hours.  Synchronized with front.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9692
B0647"," -Petroleum Port, No 6.","51°56'49.08""N 
4°05'04.91""E",1,"F.G.
",,,"White platform.
",,,201622,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9696
B0648"," -Mississippihaven, E. side.","51°56'33.19""N 
4°05'00.4""E",1,"Iso.W.R.G.
period 3s 
","66
20","W. 13 
R. 10 
G. 10","Red and white checkered post.
","G. 066°30`-068°, W.-071°, R.-072°30`.  Shown 24 hours.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9701
B0648.31", --W. side.,"51°55'54.4""N 
4°02'10.9""E",1,"Iso.W.R.G.
period 3s 
","79
24","W. 13 
R. 10 
G. 10","Red and white checkered post.
","G. 247°30`-248°30`, W.-250°30`, R.-251°30`.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9702
B0647.7"," --Einde Amazonehaven, front.","51°56'41.83""N 
4°02'16.15""E",1,"Iso.W.
period 6s 
",,,,,,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HOEK VAN HOLLAND:,,,,"9703
B0647.701"," ---Rear, 258^.","51°56'40.94""N 
4°02'09.26""E",1,"Iso.W.
period 6s 
",,,,"Synchronized with front.
",,201515,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,ROTTERDAMSCHE WATERWEG:,,,,"9704
B0662"," -Poortershaven Range, No 8, front.","51°56'05.77""N 
4°13'03.06""E",1,"L.Fl.R.
period 8s 
fl. 3.0s, ec. 5.0s 
","16
5",8,"Dolphin, red daymark; 10.
","Intensified 322°-329°.
",,201622,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,ROTTERDAMSCHE WATERWEG:,,,,"9708
B0662.10"," --Rear, 325 meters 325^30' from front.","51°56'12.99""N 
4°12'55.2""E",1,"F.R.
",,10,"Mast.
","Visible 322°-329°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,ROTTERDAMSCHE WATERWEG:,,,,"9716
B0670.20"," -Maassluis, E. mole, head.","51°55'00""N 
4°14'54""E",1,"F.G.
","23
7",,"Post; 16.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,ROTTERDAMSCHE WATERWEG:,,,,"9720
B0670"," --W. mole, head.","51°55'00""N 
4°14'48""E",1,"F.R.
","23
7",,"Post; 16.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,ROTTERDAMSCHE WATERWEG:,,,,"9724
B0673"," -Blankenburg Range, front.","51°54'00.29""N 
4°16'20.9""E",1,"Iso.W.
period 4s 
","33
10",12,"White tower, black bands; 13.
","Visible 274°30`-289°30`.  Shown 24 hours.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,ROTTERDAMSCHE WATERWEG:,,,,"9728
B0673.10"," --Rear, 260 meters 282^ from front.","51°54'02.09""N 
4°16'07.7""E",1,"Iso.W.
period 4s 
","59
18",12,"White tower, black bands; 39.
","Visible 274°30`-289°30`.  Shown 24 hours.  Synchronized with front.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,ROTTERDAMSCHE WATERWEG:,,,,"9732
B0711.40", -Oude Maas.,"51°53'30""N 
4°19'36""E",1,"Iso.W.
period 2s 
",,,"Red and green beacon, red triangular daymark point down, above green triangular daymark point up.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,ROTTERDAMSCHE WATERWEG:,,,,"9736
B0712"," --Range, front.","51°52'48.5""N 
4°19'43""E",1,"Iso.W.
period 8s 
","43
13",15,"Post.
","Visible 150°-165°.  Shown 24 hours.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,ROTTERDAMSCHE WATERWEG:,,,,"9740
B0712.10"," ---Rear, 115 meters 157^30' from front.","51°52'45.11""N 
4°19'45.3""E",1,"Iso.W.
period 8s 
","49
15",15,"Post.
","Visible 150°-165°.  Shown 24 hours.  Synchronized with front.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9748
B0750",Scheveningen.,"52°06'14.8""N 
4°16'05.6""E",1,"Fl.(2)W.
period 10s 
fl. 0.2s, ec. 2.3s 
fl. 0.2s, ec. 7.3s 
","161
49",29,"Brown tower; 98.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9752
B0751"," -Approach Range, front.","52°05'59.4""N 
4°15'26.4""E",1,"Iso.W.
period 4s 
","52
16",14,"White mast.
","Visible 148°30`-163°30`.
",,202012,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9756
B0751.10"," --Rear, 258 meters156^ from front.","52°05'52.01""N 
4°15'32.5""E",1,"Iso.W.
period 4s 
","79
24",14,"White mast.
","Visible 148°30`-163°30`.  Synchronized with front.
",,202012,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9757
B0753.4"," -N. side, outer head.","52°05'58.31""N 
4°15'38.6""E",1,"Iso.R.
period 8s 
",,,"Post.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9757.1
B0753.45", --Inner head.,"52°05'57.3""N 
4°15'40.6""E",1,"Iso.R.
period 8s 
",,,,,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9758
B0753.2"," -S. side, outer head.","52°05'56.3""N 
4°15'35.7""E",1,"Iso.G.
period 8s 
",,,"Post.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9758.1
B0753.25", --Inner head.,"52°05'55.3""N 
4°15'37.7""E",1,"Iso.G.
period 8s 
",,,,,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9759
B0754.8"," -2nd Haven, N. side.","52°05'56.4""N 
4°16'11.4""E",1,"F.R.
",,,,"Traffic signal.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,9759.1, --S. side.,"52°05'55.81""N 
4°16'13.2""E",1,"F.G.
",,,,,,201205,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9760
B0753.10"," -Harbor Range, front.","52°05'49.41""N 
4°15'52.3""E",1,"Iso.G.
period 4s 
",,11,"White post.
","Shown 24 hours.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9764
B0753.11"," --Rear, 50 meters 131^ from front.","52°05'48.6""N 
4°15'53.6""E",1,"Iso.G.
period 4s 
",,11,"White post.
","Shown 24 hours.  Synchronized with front.  Intensified in reduced visibility.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9765
B0754.05"," -1st Haven, S. side.","52°05'55.03""N 
4°15'50.99""E",1,"Oc.G.
period 6s 
fl. 4.0s, ec. 2.0s 
",,,,,,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9766
B0754", --N. side.,"52°05'56.01""N 
4°15'49.06""E",1,"Oc.R.
period 6s 
fl. 4.0s, ec. 2.0s 
",,,,,,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,9767," -3rd Haven, W. side.","52°05'51""N 
4°15'34.8""E",1,"F.R.
",,,,,,201205,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9768
B0751.60"," -Noorderhoofd, head.","52°06'14.28""N 
4°15'22.22""E",1,"F.R.
","39
12",9,"Red tower, white bands; 30.
",,,202012,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9772
B0751.40"," -Zuiderhoofd, head.","52°06'13.66""N 
4°15'09.84""E",1,"F.G.
","39
12",9,"Green tower, white bands; 30.
",,,202012,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9776
B0752", -Zuiderbinnenhoofd.,"52°06'01.5""N 
4°15'23.6""E",1,"Iso.G.
period 4s 
","33
10",5,"Post; 13.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9780
B0753"," -Noorderbinnenhoofd, head.","52°06'04.9""N 
4°15'28.5""E",1,"Iso.R.
period 4s 
","33
10",5,"Post; 13.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9782
B0755"," -Promenade Pier, head.","52°07'05.09""N 
4°16'48.7""E",1,"Iso.W. 
period 5s 
","146
45",5,"Concrete tower; 108. 
","Visible 013°-253°.
",,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,SCHEVENINGEN:,,,,"9784
B0760",Noordwijkaan Zee.,"52°14'55.19""N 
4°26'01.9""E",1,"Oc.(3)W.
period 20s 
","108
33",18,"White tower; 85.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9792
B0766"," -Entrance Range, front.","52°27'42.41""N 
4°34'28.5""E",1,"F.W.R.
","102
31","W. 16 
R. 13","Brown round tower; 79.
","W. 050°-122°, R.-145°, W.-160°.  Traffic signal.  F.W. 5M, visible 090°30`-110°30` by day.
Tide signals. 
",,201622,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9796
B0766.10"," --Rear, 570 meters 100^30' from front.","52°27'39.1""N 
4°34'57.9""E",1,"Fl.W.
period 5s 
fl. 0.3s, ec. 4.7s 
","174
53",29,"Brown round tower; 141.
","Visible 019°-199°.  F.W. 5M, visible 090°30`-110°30` by day.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9800
B0768"," -N. breakwater, outer head.","52°28'03.2""N 
4°32'33.1""E",1,"F.R.
","50
15",10,"Red square tower, white bands.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9804
B0769", --Inner head.,"52°28'00""N 
4°33'14.2""E",1,"Iso.R.
period 8s 
","40
12",9,"Red beacon, white bands.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9808
B0767"," -S. breakwater, outer head.","52°27'49.31""N 
4°31'56.3""E",1,"F.G.
","50
15",10,"Green square tower, white bands.
","Fl.W. 3s shown in fog.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9812
B0770", --Inner head.,"52°27'44.1""N 
4°33'17.8""E",1,"Iso.G.
period 8s 
","40
12",9,"Green beacon, white band.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9832
B0783"," -Fish Harbor, W. side of entrance.","52°27'45.5""N 
4°34'42.6""E",1,"F.G.
","26
8",,"Post; 20.
","Visible 085°-308°.  Fog light.  Iso.R. 3s warning light.
",,201518,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9836
B0784", --E. side of entrance.,"52°27'47.39""N 
4°34'57.3""E",1,"F.R.
","26
8",,"Post; 16.
","Visible 284°-181°.  2 F.Y. shown in fog.
",,201518,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9839
B0786", --W. side Fort Island.,"52°27'50.46""N 
4°34'23.53""E",1,"Iso.R.
period 6s 
",,,,,,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9840
B0785", --S. side entrance.,"52°27'45.05""N 
4°33'48.64""E",1,"Iso.G.
period 6s 
",,,,,,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9841
B0786.9", -Midden Sluiseiland.,"52°28'00.61""N 
4°35'32.4""E",1,"Iso.W.
period 2s 
",,,,,,201746,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:, -Noorder Buitenkanal:,,,"9844
B0789"," -Entrance Range, front.","52°28'11.31""N 
4°35'37.8""E",1,"Iso.W.
period 3s 
","26
8",,"Green post.
","Visible 031°-121°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:, -Noorder Buitenkanal:,,,"9848
B0789.10"," --Rear, 530 meters 077^ from front.","52°28'15.39""N 
4°36'06.3""E",1,"Iso.W.
period 3s 
","56
17",,"Green mast, white daymark.
","Visible 031°-121°.  Synchronized with front.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,9854, -Ijmuiden Approach Buoy.,"52°28'42""N 
4°23'54""E",1,"Mo.(A)W. 
period 8s 
",,,"SAFE WATER RW, spherical.
",,,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,9854, -RACON,"52°28'42""N 
4°23'54""E",2,"Y(- • - - )
period 60s 
",,10,,"(3 & 10cm).
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9856
B0800"," -Foundry Basin Range, front.","52°28'26.83""N 
4°36'05.57""E",1,"Iso.G. 
period 2s 
","39
12",,"Post; 15. 
",,,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,HAVEN VAN IJMUIDEN:,,,,"9860
B0800.10"," --Rear, 150 meters 065^ from front.","52°28'28.83""N 
4°36'12.56""E",1,"Iso.G. 
period 2s 
","56
17",,"Post; 27. 
","Synchronized with front.
",,201514,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,,,,,"9864
B0842",Egmond aan Zee.,"52°37'08.4""N 
4°37'17.9""E",1,"Iso.W.R.
period 10s 
","121
37","W. 18 
R. 14","White tower; 92.
","W. 010°-175°, R.-188°.
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,,,,,9868,"Platform Helm A, RACON.","52°52'24""N 
4°08'36""E",1,"T(- )
",,12,,"(3 & 10cm).
",,201517,
PUB 114,Lighted Aids,THE NETHERLANDS-NORTH SEA,,,,,9870,"Logger L-16 Platform, RACON.","53°00'54""N 
4°13'00""E",1,"X(- • • - )
",,12,,"Azimuth coverage 060°-270°.  (3 & 10cm).
",,201604,
